a,method,draw,edge,kind,true_di,est_di,lcb,certified
0.3,PAC,25,1->2,null,0.0,0.00017739184631588984,5.050826608122492e-05,0
0.3,PAC,25,2->0,null,0.0,0.0016574738455610155,0.00017259089303764673,0
0.3,PAC,26,1->0,true_direct,0.08038050830468013,0.0003518878227915877,4.801505480167233e-05,0
0.3,PAC,26,2->1,true_direct,0.07217828367753346,0.0017881915895196574,0.00023684653310215818,0
0.3,PAC,26,0->1,null,0.0,0.0006123818619526807,3.685963814866431e-05,0
0.3,PAC,26,0->2,null,0.0,0.0012696769981302115,0.00019568065307093313,0
0.3,PAC,26,1->2,null,0.0,0.0006827443665386862,6.359186431688692e-05,0
0.3,PAC,26,2->0,null,0.0,0.002032110955131112,0.00014348246734722766,0
0.3,PAC,27,1->0,true_direct,0.08038050830468013,0.00019048550994985668,0.00010898565775256795,0
0.3,PAC,27,2->1,true_direct,0.07217828367753346,3.8884681337884e-05,2.9494971174688486e-05,0
0.3,PAC,27,0->1,null,0.0,0.0003502342127057765,4.989648383371161e-05,0
0.3,PAC,27,0->2,null,0.0,2.625070808517921e-05,2.9981658966988916e-05,0
0.3,PAC,27,1->2,null,0.0,5.875026071493848e-05,1.9743724898700467e-05,0
0.3,PAC,27,2->0,null,0.0,0.00028808788506988156,0.00013187773871078313,0
0.3,PAC,28,1->0,true_direct,0.08038050830468013,8.270794415892585e-05,2.3404102676840186e-05,0
0.3,PAC,28,2->1,true_direct,0.07217828367753346,0.0005864785088770656,6.720626323155711e-05,0
0.3,PAC,28,0->1,null,0.0,6.104703810776864e-06,3.385827070569922e-05,0
0.3,PAC,28,0->2,null,0.0,0.0003550875547186904,6.70857018012329e-05,0
0.3,PAC,28,1->2,null,0.0,0.00035045638439222814,5.639766351660966e-05,0
0.3,PAC,28,2->0,null,0.0,0.0003622803478725183,0.00010297614366106496,0
0.3,PAC,29,1->0,true_direct,0.08038050830468013,0.0008867887464714617,3.8975944339015506e-05,0
0.3,PAC,29,2->1,true_direct,0.07217828367753346,0.00035593581981578995,3.6120335694991275e-05,0
0.3,PAC,29,0->1,null,0.0,8.608577708392767e-05,2.2984680277191185e-05,0
0.3,PAC,29,0->2,null,0.0,0.0009284234985801846,0.0001382818324484764,0
0.3,PAC,29,1->2,null,0.0,0.00042792780423124853,8.15173390913506e-05,0
0.3,PAC,29,2->0,null,0.0,0.0008593945959870617,0.0001026458798568226,0
0.3,ConditionalVAR,0,1->0,true_direct,0.08038050830468013,0.08297524826712899,0.07562073290317564,1
0.3,ConditionalVAR,0,2->1,true_direct,0.07217828367753346,0.07785994284294342,0.07045203428463159,1
0.3,ConditionalVAR,0,0->1,null,0.0,0.0002566278283210744,1.6866913409837305e-06,0
0.3,ConditionalVAR,0,0->2,null,0.0,0.0001271469500466839,7.67706081700603e-07,0
0.3,ConditionalVAR,0,1->2,null,0.0,0.00037351814630182817,3.044698818807447e-05,0
0.3,ConditionalVAR,0,2->0,null,0.0,0.00022584143198918212,1.2126757877659653e-06,0
0.3,ConditionalVAR,1,1->0,true_direct,0.08038050830468013,0.06516036927843784,0.05398032555061068,1
0.3,ConditionalVAR,1,2->1,true_direct,0.07217828367753346,0.08927389271973271,0.08093480769068519,1
0.3,ConditionalVAR,1,0->1,null,0.0,0.000131172669506465,8.649322959289274e-06,0
0.3,ConditionalVAR,1,0->2,null,0.0,3.860625690851659e-07,1.2331383681043475e-07,0
0.3,ConditionalVAR,1,1->2,null,0.0,2.544748818840866e-06,8.367872768656718e-08,0
0.3,ConditionalVAR,1,2->0,null,0.0,2.1039801725384976e-06,1.8273495829125803e-07,0
0.3,ConditionalVAR,2,1->0,true_direct,0.08038050830468013,0.09329948569544036,0.08310695586295685,1
0.3,ConditionalVAR,2,2->1,true_direct,0.07217828367753346,0.06255201467977174,0.05022972257942982,1
0.3,ConditionalVAR,2,0->1,null,0.0,2.5877651574819208e-05,1.2512913188544407e-06,0
0.3,ConditionalVAR,2,0->2,null,0.0,9.542547243494109e-05,5.463283782898622e-07,0
0.3,ConditionalVAR,2,1->2,null,0.0,0.0001614106244618489,7.064021694831529e-07,0
0.3,ConditionalVAR,2,2->0,null,0.0,8.516171529033816e-06,1.0078773113541253e-06,0
0.3,ConditionalVAR,3,1->0,true_direct,0.08038050830468013,0.08788615567549264,0.07266327929285833,1
0.3,ConditionalVAR,3,2->1,true_direct,0.07217828367753346,0.07534890627193862,0.06547859211677208,1
0.3,ConditionalVAR,3,0->1,null,0.0,0.000165294858399129,1.4329668396904311e-06,0
0.3,ConditionalVAR,3,0->2,null,0.0,2.370316597807511e-05,2.1607857659853467e-06,0
0.3,ConditionalVAR,3,1->2,null,0.0,0.0007664328070107973,0.00015843006612481413,0
0.3,ConditionalVAR,3,2->0,null,0.0,0.00013061115478147368,3.9299226594947684e-06,0
0.3,ConditionalVAR,4,1->0,true_direct,0.08038050830468013,0.07637041254905008,0.06466384524319681,1
0.3,ConditionalVAR,4,2->1,true_direct,0.07217828367753346,0.0709594749509641,0.05770102705950268,1
0.3,ConditionalVAR,4,0->1,null,0.0,0.0003246627415982795,5.0688643339624894e-06,0
0.3,ConditionalVAR,4,0->2,null,0.0,7.866399667182702e-05,1.0137363303084445e-06,0
0.3,ConditionalVAR,4,1->2,null,0.0,0.0001295612056002285,1.6666305756986306e-06,0
0.3,ConditionalVAR,4,2->0,null,0.0,3.390532992214022e-05,1.1574598918823816e-06,0
0.3,ConditionalVAR,5,1->0,true_direct,0.08038050830468013,0.08747014702567804,0.07597492046620707,1
0.3,ConditionalVAR,5,2->1,true_direct,0.07217828367753346,0.06987927690044146,0.06289269905825565,1
0.3,ConditionalVAR,5,0->1,null,0.0,0.00013390726121490057,1.8684385045880817e-06,0
0.3,ConditionalVAR,5,0->2,null,0.0,6.793208738805567e-05,1.2509448744404562e-06,0
0.3,ConditionalVAR,5,1->2,null,0.0,2.6998390226380466e-05,3.6866580552798264e-07,0
0.3,ConditionalVAR,5,2->0,null,0.0,2.453395500558032e-05,1.6703259162370914e-06,0
0.3,ConditionalVAR,6,1->0,true_direct,0.08038050830468013,0.09096833103529384,0.07399700894306882,1
0.3,ConditionalVAR,6,2->1,true_direct,0.07217828367753346,0.06837369418985022,0.05879654909113175,1
0.3,ConditionalVAR,6,0->1,null,0.0,2.84371248712993e-05,1.9075323236863254e-06,0
0.3,ConditionalVAR,6,0->2,null,0.0,4.2596406773350736e-07,1.1009112207672312e-06,0
0.3,ConditionalVAR,6,1->2,null,0.0,4.8426023866881263e-05,1.0959679406016682e-06,0
0.3,ConditionalVAR,6,2->0,null,0.0,2.7647352336583786e-05,3.6767721326126813e-07,0
0.3,ConditionalVAR,7,1->0,true_direct,0.08038050830468013,0.0862866710958986,0.07442388971567347,1
0.3,ConditionalVAR,7,2->1,true_direct,0.07217828367753346,0.0695368856225569,0.05788778853964805,1
0.3,ConditionalVAR,7,0->1,null,0.0,5.797637751514391e-05,1.2534033357681736e-06,0
0.3,ConditionalVAR,7,0->2,null,0.0,3.383457831721519e-05,4.2923787953431477e-07,0
0.3,ConditionalVAR,7,1->2,null,0.0,0.0001122071399736792,6.600290181990987e-06,0
0.3,ConditionalVAR,7,2->0,null,0.0,0.00011531734933583411,2.9197972543873384e-06,0
0.3,ConditionalVAR,8,1->0,true_direct,0.08038050830468013,0.06560309126262696,0.058662114393742186,1
0.3,ConditionalVAR,8,2->1,true_direct,0.07217828367753346,0.08284590901185339,0.07276956300906706,1
0.3,ConditionalVAR,8,0->1,null,0.0,0.00023711274560296084,7.197614791393054e-07,0
0.3,ConditionalVAR,8,0->2,null,0.0,0.0004897520034973925,2.4644902333834987e-05,0
0.3,ConditionalVAR,8,1->2,null,0.0,9.907340507552114e-06,6.506357029233801e-07,0
0.3,ConditionalVAR,8,2->0,null,0.0,4.988901895399558e-05,2.2037165618900427e-06,0
0.3,ConditionalVAR,9,1->0,true_direct,0.08038050830468013,0.07722381975789866,0.06635123467385433,1
0.3,ConditionalVAR,9,2->1,true_direct,0.07217828367753346,0.0658856497177757,0.05494511193263038,1
0.3,ConditionalVAR,9,0->1,null,0.0,0.0001841931730697615,4.087031032955074e-06,0
0.3,ConditionalVAR,9,0->2,null,0.0,1.102145423024247e-06,2.539555105069676e-07,0
0.3,ConditionalVAR,9,1->2,null,0.0,0.0003175037872958333,6.991460482341837e-06,0
0.3,ConditionalVAR,9,2->0,null,0.0,0.0008168077246979257,0.00012429730684360932,0
0.3,ConditionalVAR,10,1->0,true_direct,0.08038050830468013,0.0777572534679158,0.06910339423976597,1
0.3,ConditionalVAR,10,2->1,true_direct,0.07217828367753346,0.08543571502915046,0.07414874742412005,1
0.3,ConditionalVAR,10,0->1,null,0.0,2.7513819187295273e-06,4.208001028669098e-07,0
0.3,ConditionalVAR,10,0->2,null,0.0,6.136434021099832e-05,1.526395910277154e-06,0
0.3,ConditionalVAR,10,1->2,null,0.0,3.547640331120278e-05,8.322781635550199e-07,0
0.3,ConditionalVAR,10,2->0,null,0.0,1.08422215732764e-06,7.885346543897215e-07,0
0.3,ConditionalVAR,11,1->0,true_direct,0.08038050830468013,0.08182589977551885,0.07533009815587297,1
0.3,ConditionalVAR,11,2->1,true_direct,0.07217828367753346,0.07668481995305944,0.06458755666029636,1
0.3,ConditionalVAR,11,0->1,null,0.0,8.252091989540812e-06,1.909688118013473e-06,0
0.3,ConditionalVAR,11,0->2,null,0.0,1.9190402750531213e-05,6.89755665938073e-07,0
0.3,ConditionalVAR,11,1->2,null,0.0,3.768451591089585e-05,7.942319712036175e-07,0
0.3,ConditionalVAR,11,2->0,null,0.0,0.0004287488495973845,1.1848790028993431e-05,0
0.3,ConditionalVAR,12,1->0,true_direct,0.08038050830468013,0.08037011115598844,0.07152483033926275,1
0.3,ConditionalVAR,12,2->1,true_direct,0.07217828367753346,0.07400149387026247,0.06559154309355139,1
0.3,ConditionalVAR,12,0->1,null,0.0,4.8569891134120016e-05,1.4351675842561705e-06,0
0.3,ConditionalVAR,12,0->2,null,0.0,5.056111803725904e-08,5.8509222552795733e-08,0
0.3,ConditionalVAR,12,1->2,null,0.0,1.0432999324251689e-05,7.220823270264519e-07,0
0.3,ConditionalVAR,12,2->0,null,0.0,2.4734253964543007e-05,4.856735264528227e-07,0
0.3,ConditionalVAR,13,1->0,true_direct,0.08038050830468013,0.06281435642590306,0.05093069089629672,1
0.3,ConditionalVAR,13,2->1,true_direct,0.07217828367753346,0.07662947239359866,0.06664075540190185,1
0.3,ConditionalVAR,13,0->1,null,0.0,0.0002006894157281965,1.7234628837846977e-06,0
0.3,ConditionalVAR,13,0->2,null,0.0,3.191920673304041e-05,9.164161647860532e-07,0
0.3,ConditionalVAR,13,1->2,null,0.0,0.000641160082666317,5.8797422136130914e-05,0
0.3,ConditionalVAR,13,2->0,null,0.0,5.464641051827229e-05,5.898863508248922e-07,0
0.3,ConditionalVAR,14,1->0,true_direct,0.08038050830468013,0.07989629595030738,0.06867958758004215,1
0.3,ConditionalVAR,14,2->1,true_direct,0.07217828367753346,0.0661081730387863,0.05750929059281502,1
0.3,ConditionalVAR,14,0->1,null,0.0,0.0002922278118468913,7.76419282094388e-06,0
0.3,ConditionalVAR,14,0->2,null,0.0,7.862150588906696e-06,2.730010410657377e-07,0
0.3,ConditionalVAR,14,1->2,null,0.0,8.145007929998649e-06,9.393293640591521e-07,0
0.3,ConditionalVAR,14,2->0,null,0.0,4.5887454877735233e-05,1.1072329170935464e-06,0
0.3,ConditionalVAR,15,1->0,true_direct,0.08038050830468013,0.07347589226313814,0.06163330901820015,1
0.3,ConditionalVAR,15,2->1,true_direct,0.07217828367753346,0.07388050152844615,0.062423537266005726,1
0.3,ConditionalVAR,15,0->1,null,0.0,6.664761493535254e-05,2.3519770109116384e-07,0
0.3,ConditionalVAR,15,0->2,null,0.0,5.056161056256855e-05,1.1609022356226136e-06,0
0.3,ConditionalVAR,15,1->2,null,0.0,3.422000075456426e-05,1.5060962633305001e-06,0
0.3,ConditionalVAR,15,2->0,null,0.0,0.00016971428661026556,5.196815231187527e-06,0
0.3,ConditionalVAR,16,1->0,true_direct,0.08038050830468013,0.08939192762742233,0.07840719143084396,1
0.3,ConditionalVAR,16,2->1,true_direct,0.07217828367753346,0.07290133437247699,0.0640282159675735,1
0.3,ConditionalVAR,16,0->1,null,0.0,0.00046539133277541313,6.643364798563671e-05,0
0.3,ConditionalVAR,16,0->2,null,0.0,0.00025930927718573454,8.382079008624445e-06,0
0.3,ConditionalVAR,16,1->2,null,0.0,2.150853453310305e-05,6.027288183775497e-07,0
0.3,ConditionalVAR,16,2->0,null,0.0,3.0307294559194784e-05,8.25676849538954e-07,0
0.3,ConditionalVAR,17,1->0,true_direct,0.08038050830468013,0.07535672082293461,0.06395444654733332,1
0.3,ConditionalVAR,17,2->1,true_direct,0.07217828367753346,0.0679562230929861,0.06176994059803484,1
0.3,ConditionalVAR,17,0->1,null,0.0,8.476758223792416e-05,1.397631898062523e-06,0
0.3,ConditionalVAR,17,0->2,null,0.0,0.0003783178020077751,7.305424934924075e-06,0
0.3,ConditionalVAR,17,1->2,null,0.0,0.0003613605557299513,3.2548605923038156e-06,0
0.3,ConditionalVAR,17,2->0,null,0.0,0.00039332916997187185,6.975162501842631e-06,0
0.3,ConditionalVAR,18,1->0,true_direct,0.08038050830468013,0.0786865244884438,0.06858836135215768,1
0.3,ConditionalVAR,18,2->1,true_direct,0.07217828367753346,0.06169434114765012,0.0501526167535768,1
0.3,ConditionalVAR,18,0->1,null,0.0,0.0001665402832614653,2.8269169374706364e-06,0
0.3,ConditionalVAR,18,0->2,null,0.0,3.092507312871641e-06,1.0152854868131482e-06,0
0.3,ConditionalVAR,18,1->2,null,0.0,8.306252689902579e-05,4.193135891254605e-07,0
0.3,ConditionalVAR,18,2->0,null,0.0,0.0004887586100331623,4.3257920701534675e-05,0
0.3,ConditionalVAR,19,1->0,true_direct,0.08038050830468013,0.06980404150185164,0.05927355978174348,1
0.3,ConditionalVAR,19,2->1,true_direct,0.07217828367753346,0.07180811228314365,0.06289361836575125,1
0.3,ConditionalVAR,19,0->1,null,0.0,0.0017762033164109747,0.00038780256849340727,0
0.3,ConditionalVAR,19,0->2,null,0.0,7.002768574350976e-07,1.0651454615482487e-06,0
0.3,ConditionalVAR,19,1->2,null,0.0,0.00046032890824069915,5.237710130169357e-07,0
0.3,ConditionalVAR,19,2->0,null,0.0,0.00010746942610603095,4.89147380515063e-07,0
0.3,ConditionalVAR,20,1->0,true_direct,0.08038050830468013,0.08001450600081238,0.06590599545958237,1
0.3,ConditionalVAR,20,2->1,true_direct,0.07217828367753346,0.07487555449068965,0.0652599034391539,1
0.3,ConditionalVAR,20,0->1,null,0.0,5.27326145626456e-07,1.6012229403077572e-06,0
0.3,ConditionalVAR,20,0->2,null,0.0,1.8704361384344236e-07,1.5081877742808653e-06,0
0.3,ConditionalVAR,20,1->2,null,0.0,6.293573309197751e-06,1.212293911181492e-07,0
0.3,ConditionalVAR,20,2->0,null,0.0,0.00010360635282087143,1.996634268014898e-06,0
0.3,ConditionalVAR,21,1->0,true_direct,0.08038050830468013,0.0859293125484282,0.0737569157199454,1
0.3,ConditionalVAR,21,2->1,true_direct,0.07217828367753346,0.08047598897458842,0.07093151619449496,1
0.3,ConditionalVAR,21,0->1,null,0.0,0.0007415319507541372,0.00010904061650260366,0
0.3,ConditionalVAR,21,0->2,null,0.0,6.132534350219635e-07,3.5109289342022984e-06,0
0.3,ConditionalVAR,21,1->2,null,0.0,0.0002757698419517534,1.8134779941865723e-05,0
0.3,ConditionalVAR,21,2->0,null,0.0,0.00014657495604582067,1.2835476597820928e-05,0
0.3,ConditionalVAR,22,1->0,true_direct,0.08038050830468013,0.07076941361847992,0.06170352280848992,1
0.3,ConditionalVAR,22,2->1,true_direct,0.07217828367753346,0.06641270387921083,0.058531975094518435,1
0.3,ConditionalVAR,22,0->1,null,0.0,5.533751068974722e-05,9.098517986302006e-07,0
0.3,ConditionalVAR,22,0->2,null,0.0,4.369704525975048e-05,1.013312746074366e-06,0
0.3,ConditionalVAR,22,1->2,null,0.0,0.0001689629690880213,5.656142258630868e-07,0
0.3,ConditionalVAR,22,2->0,null,0.0,5.440726663549797e-06,2.3251802272199221e-07,0
0.3,ConditionalVAR,23,1->0,true_direct,0.08038050830468013,0.07805472399046419,0.0628333382038487,1
0.3,ConditionalVAR,23,2->1,true_direct,0.07217828367753346,0.06382826508894612,0.05103967432921596,1
0.3,ConditionalVAR,23,0->1,null,0.0,2.7235070299652946e-05,1.0589568892113863e-06,0
0.3,ConditionalVAR,23,0->2,null,0.0,7.662181117488083e-05,2.1090610600928137e-06,0
0.3,ConditionalVAR,23,1->2,null,0.0,6.25745785718982e-05,5.380347436386764e-07,0
0.3,ConditionalVAR,23,2->0,null,0.0,2.3898182173619533e-05,7.901284089282141e-07,0
0.3,ConditionalVAR,24,1->0,true_direct,0.08038050830468013,0.09695314470262757,0.08505106537055711,1
0.3,ConditionalVAR,24,2->1,true_direct,0.07217828367753346,0.06760977836214643,0.05895308745432653,1
0.3,ConditionalVAR,24,0->1,null,0.0,0.0003958328361734622,7.728343549264792e-06,0
0.3,ConditionalVAR,24,0->2,null,0.0,0.00022885107611702704,1.7370183605939903e-06,0
0.3,ConditionalVAR,24,1->2,null,0.0,0.0006296069145315244,9.585834995338047e-06,0
0.3,ConditionalVAR,24,2->0,null,0.0,0.0005970651384575762,5.195894150238687e-05,0
0.3,ConditionalVAR,25,1->0,true_direct,0.08038050830468013,0.08728675461053811,0.07487625148003967,1
0.3,ConditionalVAR,25,2->1,true_direct,0.07217828367753346,0.06152218489064043,0.05182337683520449,1
0.3,ConditionalVAR,25,0->1,null,0.0,4.808555748805984e-05,1.769260614078533e-06,0
0.3,ConditionalVAR,25,0->2,null,0.0,2.186568028040113e-05,5.801194690749596e-07,0
0.3,ConditionalVAR,25,1->2,null,0.0,4.073846918738055e-05,4.842937045384181e-07,0
0.3,ConditionalVAR,25,2->0,null,0.0,6.626862652282614e-05,5.088814773114583e-07,0
0.3,ConditionalVAR,26,1->0,true_direct,0.08038050830468013,0.07519458363748763,0.06688727817494139,1
0.3,ConditionalVAR,26,2->1,true_direct,0.07217828367753346,0.06994054371197873,0.061450723933068406,1
0.3,ConditionalVAR,26,0->1,null,0.0,1.479741034566958e-05,1.0043295033094508e-06,0
0.3,ConditionalVAR,26,0->2,null,0.0,0.0006448714176020868,5.45749185031608e-05,0
0.3,ConditionalVAR,26,1->2,null,0.0,0.0011004112159969845,7.147437911765223e-05,0
0.3,ConditionalVAR,26,2->0,null,0.0,2.2609637262702067e-05,5.52887781815608e-07,0
0.3,ConditionalVAR,27,1->0,true_direct,0.08038050830468013,0.07976212259092048,0.0696738425265679,1
0.3,ConditionalVAR,27,2->1,true_direct,0.07217828367753346,0.06229872656567415,0.0476892647972449,1
0.3,ConditionalVAR,27,0->1,null,0.0,3.1829792670802284e-05,8.213209990804532e-07,0
0.3,ConditionalVAR,27,0->2,null,0.0,2.562140451531596e-07,7.576663169722116e-07,0
0.3,ConditionalVAR,27,1->2,null,0.0,5.96337649824428e-05,2.5569743752400463e-06,0
0.3,ConditionalVAR,27,2->0,null,0.0,2.953079314550201e-07,2.382475177698141e-06,0
0.3,ConditionalVAR,28,1->0,true_direct,0.08038050830468013,0.07748691030410634,0.06686683634631943,1
0.3,ConditionalVAR,28,2->1,true_direct,0.07217828367753346,0.07325378757493187,0.06561832228871232,1
0.3,ConditionalVAR,28,0->1,null,0.0,0.00017155791803724453,2.2900519094343147e-06,0
0.3,ConditionalVAR,28,0->2,null,0.0,8.667640055339018e-06,5.163798453281797e-07,0
0.3,ConditionalVAR,28,1->2,null,0.0,2.422254658052036e-05,5.484687700660078e-07,0
0.3,ConditionalVAR,28,2->0,null,0.0,0.00027072054217789997,4.631380250869201e-06,0
0.3,ConditionalVAR,29,1->0,true_direct,0.08038050830468013,0.08685962167864436,0.07785380472979757,1
0.3,ConditionalVAR,29,2->1,true_direct,0.07217828367753346,0.0735314086338115,0.06306594820052014,1
0.3,ConditionalVAR,29,0->1,null,0.0,1.076670557855699e-05,1.6572403808896383e-07,0
0.3,ConditionalVAR,29,0->2,null,0.0,0.0005759366564718211,2.646776771226986e-05,0
0.3,ConditionalVAR,29,1->2,null,0.0,0.0002450609237354062,2.0050024611861755e-06,0
0.3,ConditionalVAR,29,2->0,null,0.0,0.0001090762679970836,5.81446875072913e-07,0
0.3,Neuroforecast,0,1->0,true_direct,0.08038050830468013,0.07287630519201854,0.057425155768134874,1
0.3,Neuroforecast,0,2->1,true_direct,0.07217828367753346,0.0707823462079825,0.057829093501231686,1
0.3,Neuroforecast,0,0->1,null,0.0,-0.0001394426493555015,0.0,0
0.3,Neuroforecast,0,0->2,null,0.0,-0.00025208789415069973,0.0,0
0.3,Neuroforecast,0,1->2,null,0.0,-0.0002384901601359053,0.0,0
0.3,Neuroforecast,0,2->0,null,0.0,-1.0003618256167686e-05,0.0,0
0.3,Neuroforecast,1,1->0,true_direct,0.08038050830468013,0.06356902783812103,0.05511394521177859,1
0.3,Neuroforecast,1,2->1,true_direct,0.07217828367753346,0.0727795470332073,0.06028823284816674,1
0.3,Neuroforecast,1,0->1,null,0.0,-0.000960176015556345,0.0,0
0.3,Neuroforecast,1,0->2,null,0.0,-0.0003748364848516821,0.0,0
0.3,Neuroforecast,1,1->2,null,0.0,-5.45931818395659e-05,0.0,0
0.3,Neuroforecast,1,2->0,null,0.0,-0.00016091159721341597,0.0,0
0.3,Neuroforecast,2,1->0,true_direct,0.08038050830468013,0.076054375270831,0.06592179874762798,1
0.3,Neuroforecast,2,2->1,true_direct,0.07217828367753346,0.06898886541596154,0.06137509150320863,1
0.3,Neuroforecast,2,0->1,null,0.0,0.0003765457793549211,0.0,0
0.3,Neuroforecast,2,0->2,null,0.0,-0.00012045779717058139,0.0,0
0.3,Neuroforecast,2,1->2,null,0.0,-0.0004814352327575705,0.0,0
0.3,Neuroforecast,2,2->0,null,0.0,-0.00029869005047126584,0.0,0
0.3,Neuroforecast,3,1->0,true_direct,0.08038050830468013,0.08383314435836768,0.06910289929933208,1
0.3,Neuroforecast,3,2->1,true_direct,0.07217828367753346,0.07441586022940426,0.06079198611449762,1
0.3,Neuroforecast,3,0->1,null,0.0,-0.0017649859336524177,0.0,0
0.3,Neuroforecast,3,0->2,null,0.0,-0.00017985950286996804,0.0,0
0.3,Neuroforecast,3,1->2,null,0.0,-0.0004925584405340603,0.0,0
0.3,Neuroforecast,3,2->0,null,0.0,-0.00038928122655027236,0.0,0
0.3,Neuroforecast,4,1->0,true_direct,0.08038050830468013,0.07619039635783703,0.06471530458991516,1
0.3,Neuroforecast,4,2->1,true_direct,0.07217828367753346,0.07093487044809935,0.06157920691160514,1
0.3,Neuroforecast,4,0->1,null,0.0,0.00020175732434734144,0.0,0
0.3,Neuroforecast,4,0->2,null,0.0,-4.9556242275215424e-05,0.0,0
0.3,Neuroforecast,4,1->2,null,0.0,-6.899044353561166e-05,0.0,0
0.3,Neuroforecast,4,2->0,null,0.0,-0.00027468574169240865,0.0,0
0.3,Neuroforecast,5,1->0,true_direct,0.08038050830468013,0.07278572465261672,0.06472197257861258,1
0.3,Neuroforecast,5,2->1,true_direct,0.07217828367753346,0.08342479236201623,0.07353616540659373,1
0.3,Neuroforecast,5,0->1,null,0.0,-0.0002903225312129355,0.0,0
0.3,Neuroforecast,5,0->2,null,0.0,-0.0005252031926770182,0.0,0
0.3,Neuroforecast,5,1->2,null,0.0,-0.000593206442626097,0.0,0
0.3,Neuroforecast,5,2->0,null,0.0,-2.0338243461804476e-05,0.0,0
0.3,Neuroforecast,6,1->0,true_direct,0.08038050830468013,0.08148000567597201,0.06930924454355987,1
0.3,Neuroforecast,6,2->1,true_direct,0.07217828367753346,0.06825103768390195,0.054202268783352624,1
0.3,Neuroforecast,6,0->1,null,0.0,-0.0004832562364818462,0.0,0
0.3,Neuroforecast,6,0->2,null,0.0,-0.000692944740630368,0.0,0
0.3,Neuroforecast,6,1->2,null,0.0,-7.230827497592545e-05,0.0,0
0.3,Neuroforecast,6,2->0,null,0.0,-0.00019386570129672868,0.0,0
0.3,Neuroforecast,7,1->0,true_direct,0.08038050830468013,0.08569163628104302,0.0728446359921926,1
0.3,Neuroforecast,7,2->1,true_direct,0.07217828367753346,0.07016472841992383,0.06112548738231144,1
0.3,Neuroforecast,7,0->1,null,0.0,-0.00021659399597612187,0.0,0
0.3,Neuroforecast,7,0->2,null,0.0,-7.590775754756913e-05,0.0,0
0.3,Neuroforecast,7,1->2,null,0.0,-0.000637957072616223,0.0,0
0.3,Neuroforecast,7,2->0,null,0.0,-0.00019532045273311537,0.0,0
0.3,Neuroforecast,8,1->0,true_direct,0.08038050830468013,0.0782302574899658,0.06610799883982635,1
0.3,Neuroforecast,8,2->1,true_direct,0.07217828367753346,0.06027688738781726,0.05074040188690023,1
0.3,Neuroforecast,8,0->1,null,0.0,-0.00022609032056319228,0.0,0
0.3,Neuroforecast,8,0->2,null,0.0,-2.1302086803049283e-05,0.0,0
0.3,Neuroforecast,8,1->2,null,0.0,-4.008871691533116e-06,0.0,0
0.3,Neuroforecast,8,2->0,null,0.0,-0.0001974695740840126,0.0,0
0.3,Neuroforecast,9,1->0,true_direct,0.08038050830468013,0.08080616675111776,0.07183507332750605,1
0.3,Neuroforecast,9,2->1,true_direct,0.07217828367753346,0.07393543799808121,0.05829055866302201,1
0.3,Neuroforecast,9,0->1,null,0.0,-0.00037630646571172133,0.0,0
0.3,Neuroforecast,9,0->2,null,0.0,0.0004910780565949284,0.0,0
0.3,Neuroforecast,9,1->2,null,0.0,-0.00041629055557861647,0.0,0
0.3,Neuroforecast,9,2->0,null,0.0,2.600021251100171e-07,0.0,0
0.3,Neuroforecast,10,1->0,true_direct,0.08038050830468013,0.07746560221464693,0.06491185122878758,1
0.3,Neuroforecast,10,2->1,true_direct,0.07217828367753346,0.06462094524007109,0.05397637490036845,1
0.3,Neuroforecast,10,0->1,null,0.0,-0.00029857254769591037,0.0,0
0.3,Neuroforecast,10,0->2,null,0.0,0.00024889435070469856,0.0,0
0.3,Neuroforecast,10,1->2,null,0.0,-8.668667524561771e-05,0.0,0
0.3,Neuroforecast,10,2->0,null,0.0,-0.0009890615961271523,0.0,0
0.3,Neuroforecast,11,1->0,true_direct,0.08038050830468013,0.07824355502551057,0.06659369881631304,1
0.3,Neuroforecast,11,2->1,true_direct,0.07217828367753346,0.06848936995233573,0.0629040511294512,1
0.3,Neuroforecast,11,0->1,null,0.0,-0.0003840446126722331,0.0,0
0.3,Neuroforecast,11,0->2,null,0.0,-0.00032324327556257815,0.0,0
0.3,Neuroforecast,11,1->2,null,0.0,-0.00021643434273579569,0.0,0
0.3,Neuroforecast,11,2->0,null,0.0,-0.0009878065520368938,0.0,0
0.3,Neuroforecast,12,1->0,true_direct,0.08038050830468013,0.08100131212842306,0.07435932292734528,1
0.3,Neuroforecast,12,2->1,true_direct,0.07217828367753346,0.06520802239581042,0.05800779257077218,1
0.3,Neuroforecast,12,0->1,null,0.0,0.0003027354506620504,0.0,0
0.3,Neuroforecast,12,0->2,null,0.0,7.508315730479393e-05,0.0,0
0.3,Neuroforecast,12,1->2,null,0.0,-3.776164950765944e-05,0.0,0
0.3,Neuroforecast,12,2->0,null,0.0,-0.0005179082731196278,0.0,0
0.3,Neuroforecast,13,1->0,true_direct,0.08038050830468013,0.09669281961947959,0.0855089090164995,1
0.3,Neuroforecast,13,2->1,true_direct,0.07217828367753346,0.06784654074460673,0.058703603266396946,1
0.3,Neuroforecast,13,0->1,null,0.0,0.0002362918382954238,0.0,0
0.3,Neuroforecast,13,0->2,null,0.0,-0.0003750081370410115,0.0,0
